entity_id:ID(Entity-ID),:LABEL,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_cee20e6f168b1495,Entity,ent_cee20e6f168b1495,ent_cee20e6f168b1495,曲轴圆角过渡处裂纹检测,曲轴圆角过渡处裂纹检测,曲轴圆角过渡处裂纹检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_8f1bbff0747ee9be""]",eocc_8f1bbff0747ee9be
ent_cee3e4b0720d774e,Entity,ent_cee3e4b0720d774e,ent_cee3e4b0720d774e,启动性能,启动性能,启动性能,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[347],347,"[""eocc_ed9d7c6f14ab0f0b""]",eocc_ed9d7c6f14ab0f0b
ent_cf0b93e7d795c60b,Entity,ent_cf0b93e7d795c60b,ent_cf0b93e7d795c60b,紧固螺栓,紧固螺栓,紧固螺栓,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[345],345,"[""eocc_66f54a2911f22616""]",eocc_66f54a2911f22616
ent_cf26e8112010f1d7,Entity,ent_cf26e8112010f1d7,ent_cf26e8112010f1d7,轴瓦合金层厚度检测,轴瓦合金层厚度检测,轴瓦合金层厚度检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_d4592dff082c8461""]",eocc_d4592dff082c8461
ent_cf978272988af674,Entity,ent_cf978272988af674,ent_cf978272988af674,CCS《钢质海船入级规范》,ccs钢质海船入级规范,CCS《钢质海船入级规范》,文件,文件,"[""文件""]",文件,,{},[334],334,"[""eocc_0f7a91a48b54b021""]",eocc_0f7a91a48b54b021
ent_d0c9f491f4f68111,Entity,ent_d0c9f491f4f68111,ent_d0c9f491f4f68111,滑油泵,滑油泵,滑油泵,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[346],346,"[""eocc_32b7b8d325623183""]",eocc_32b7b8d325623183
ent_d0da93f6fa32134d,Entity,ent_d0da93f6fa32134d,ent_d0da93f6fa32134d,全体轮机管理人员,全体轮机管理人员,全体轮机管理人员,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[350],350,"[""eocc_d6d20cba517eca2a""]",eocc_d6d20cba517eca2a
ent_d0ef9d248e0ac1f8,Entity,ent_d0ef9d248e0ac1f8,ent_d0ef9d248e0ac1f8,裂纹检测,裂纹检测,裂纹检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_39357391c581f164""]",eocc_39357391c581f164
ent_d0f3cce0080520bc,Entity,ent_d0f3cce0080520bc,ent_d0f3cce0080520bc,膨胀水箱,膨胀水箱,膨胀水箱,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[346],346,"[""eocc_561adc911d15cde2""]",eocc_561adc911d15cde2
ent_d10169135e70b816,Entity,ent_d10169135e70b816,ent_d10169135e70b816,型号,型号,型号,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},"[338, 341]",338|341,"[""eocc_2116d3966348a627"", ""eocc_4ef76bed7e088939""]",eocc_2116d3966348a627|eocc_4ef76bed7e088939
ent_d10b9848ef48c140,Entity,ent_d10b9848ef48c140,ent_d10b9848ef48c140,辅助物料,辅助物料,辅助物料,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[338],338,"[""eocc_482f972cf3e25017""]",eocc_482f972cf3e25017
ent_d1a66c9a230a7a81,Entity,ent_d1a66c9a230a7a81,ent_d1a66c9a230a7a81,增压技术,增压技术,增压技术,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[356],356,"[""eocc_64c16f3604a8a7a7""]",eocc_64c16f3604a8a7a7
ent_d1ae16177f3de072,Entity,ent_d1ae16177f3de072,ent_d1ae16177f3de072,堵塞,堵塞,堵塞,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[344],344,"[""eocc_bff787dfc5a0e4ac""]",eocc_bff787dfc5a0e4ac
ent_d1da33da287a9ea3,Entity,ent_d1da33da287a9ea3,ent_d1da33da287a9ea3,定位要求,定位要求,定位要求,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[336],336,"[""eocc_d11d25ea6e205e83""]",eocc_d11d25ea6e205e83
ent_d218176668ecf113,Entity,ent_d218176668ecf113,ent_d218176668ecf113,缸套,缸套,缸套,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[352, 353]",352|353,"[""eocc_802371ea8cfec894"", ""eocc_c807f2b50e219106""]",eocc_802371ea8cfec894|eocc_c807f2b50e219106
ent_d30ca95ea9062ea5,Entity,ent_d30ca95ea9062ea5,ent_d30ca95ea9062ea5,活塞环与缸套不匹配,活塞环与缸套不匹配,活塞环与缸套不匹配,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[354],354,"[""eocc_1552c76818a1e33e""]",eocc_1552c76818a1e33e
ent_d3402871ca0bc51c,Entity,ent_d3402871ca0bc51c,ent_d3402871ca0bc51c,个体防护要求,个体防护要求,个体防护要求,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[336],336,"[""eocc_4f038f43795b42b7""]",eocc_4f038f43795b42b7
ent_d34ecd6e9baad331,Entity,ent_d34ecd6e9baad331,ent_d34ecd6e9baad331,管路,管路,管路,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[345],345,"[""eocc_01394b774d30f091""]",eocc_01394b774d30f091
ent_d373de1e65859ef9,Entity,ent_d373de1e65859ef9,ent_d373de1e65859ef9,水垢,水垢,水垢,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},"[332, 339, 344]",332|339|344,"[""eocc_11a686d19ff639fc"", ""eocc_2847efc4e7aa4d7e"", ""eocc_b3262e31dc6003d8""]",eocc_11a686d19ff639fc|eocc_2847efc4e7aa4d7e|eocc_b3262e31dc6003d8
ent_d37a736e41f72ccb,Entity,ent_d37a736e41f72ccb,ent_d37a736e41f72ccb,原厂装配工艺,原厂装配工艺,原厂装配工艺,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[341],341,"[""eocc_cb772be8a97bda85""]",eocc_cb772be8a97bda85
ent_d3c5ed79a3c48baf,Entity,ent_d3c5ed79a3c48baf,ent_d3c5ed79a3c48baf,辅助扫气泵,辅助扫气泵,辅助扫气泵,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[356],356,"[""eocc_b494507c7c4328bd""]",eocc_b494507c7c4328bd
ent_d3d383392c76662f,Entity,ent_d3d383392c76662f,ent_d3d383392c76662f,日常维护,日常维护,日常维护,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[354],354,"[""eocc_1bc38f2f84b8db88""]",eocc_1bc38f2f84b8db88
ent_d42ceed7ea9e65db,Entity,ent_d42ceed7ea9e65db,ent_d42ceed7ea9e65db,燃油系统密性试验,燃油系统密性试验,燃油系统密性试验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[346],346,"[""eocc_87f8ba5854d36116""]",eocc_87f8ba5854d36116
ent_d471f1a0d284d1b5,Entity,ent_d471f1a0d284d1b5,ent_d471f1a0d284d1b5,质量管控节点,质量管控节点,质量管控节点,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[336],336,"[""eocc_d67fdc877669a875""]",eocc_d67fdc877669a875
ent_d4fcd5881a5ff219,Entity,ent_d4fcd5881a5ff219,ent_d4fcd5881a5ff219,燃烧不良,燃烧不良,燃烧不良,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[353],353,"[""eocc_7d336e74455728b3""]",eocc_7d336e74455728b3
ent_d532a2692f05ffb8,Entity,ent_d532a2692f05ffb8,ent_d532a2692f05ffb8,滑油系统参数,滑油系统参数,滑油系统参数,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[348],348,"[""eocc_37dd4bed29ab45b0""]",eocc_37dd4bed29ab45b0
ent_d54aeff630769beb,Entity,ent_d54aeff630769beb,ent_d54aeff630769beb,检查仪表传感器执行机构,检查仪表传感器执行机构,检查仪表传感器执行机构,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[330],330,"[""eocc_003590a702b46aa0""]",eocc_003590a702b46aa0
ent_d5a28e6474937b58,Entity,ent_d5a28e6474937b58,ent_d5a28e6474937b58,涡轮机,涡轮机,涡轮机,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[357],357,"[""eocc_83e68dd7e80c64a0""]",eocc_83e68dd7e80c64a0
ent_d5d78e7cbffac2eb,Entity,ent_d5d78e7cbffac2eb,ent_d5d78e7cbffac2eb,负荷热应力,负荷热应力,负荷热应力,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[353],353,"[""eocc_4c3cdcb9850f8e6a""]",eocc_4c3cdcb9850f8e6a
ent_d62d28d0ebdfa134,Entity,ent_d62d28d0ebdfa134,ent_d62d28d0ebdfa134,破损,破损,破损,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[330],330,"[""eocc_a4d8b87c1f5f2c30""]",eocc_a4d8b87c1f5f2c30
ent_d63f5defd8b53554,Entity,ent_d63f5defd8b53554,ent_d63f5defd8b53554,单缸负荷,单缸负荷,单缸负荷,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[351],351,"[""eocc_ac8677c72f585576""]",eocc_ac8677c72f585576
ent_d68ffdbbeb779946,Entity,ent_d68ffdbbeb779946,ent_d68ffdbbeb779946,润滑要求,润滑要求,润滑要求,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[336],336,"[""eocc_9b8c8b29adc00605""]",eocc_9b8c8b29adc00605
ent_d79d4bead66c5e2b,Entity,ent_d79d4bead66c5e2b,ent_d79d4bead66c5e2b,航行试验,航行试验,航行试验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[348],348,"[""eocc_d27159390bac9a7e""]",eocc_d27159390bac9a7e
ent_d807eabd48ed394e,Entity,ent_d807eabd48ed394e,ent_d807eabd48ed394e,贯穿螺,贯穿螺,贯穿螺,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[352],352,"[""eocc_10f185a36afce236""]",eocc_10f185a36afce236
ent_d82098604d68dff0,Entity,ent_d82098604d68dff0,ent_d82098604d68dff0,油耗,油耗,油耗,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[351],351,"[""eocc_094d320cc0ffa513""]",eocc_094d320cc0ffa513
ent_d829adbd3e004f09,Entity,ent_d829adbd3e004f09,ent_d829adbd3e004f09,主机结构稳定性下降,主机结构稳定性下降,主机结构稳定性下降,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[355],355,"[""eocc_868e5e67636d5c91""]",eocc_868e5e67636d5c91
ent_d85b5056fa39135d,Entity,ent_d85b5056fa39135d,ent_d85b5056fa39135d,扭转和惯性力不平稳带来的振动,扭转和惯性力不平稳带来的振动,扭转和惯性力不平稳带来的振动,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[354],354,"[""eocc_db9aec8005d6f065""]",eocc_db9aec8005d6f065
ent_d86da48f47946a00,Entity,ent_d86da48f47946a00,ent_d86da48f47946a00,新备件,新备件,新备件,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[336],336,"[""eocc_a1bbc70fa0c3833a""]",eocc_a1bbc70fa0c3833a
ent_d86e382cb2b0e887,Entity,ent_d86e382cb2b0e887,ent_d86e382cb2b0e887,工作卡,工作卡,工作卡,文件,文件,"[""文件""]",文件,,{},[350],350,"[""eocc_5c8bdc7a44af703f""]",eocc_5c8bdc7a44af703f
ent_d8d5ad023000e5b1,Entity,ent_d8d5ad023000e5b1,ent_d8d5ad023000e5b1,原厂技术手册,原厂技术手册,原厂技术手册,文件,文件,"[""文件""]",文件,,{},"[332, 336, 339, 341, 342, 346]",332|336|339|341|342|346,"[""eocc_205cd0dc955c0e41"", ""eocc_3cd44b2f38fa2fd6"", ""eocc_415e8f0de616d163"", ""eocc_882e87ecacebc061"", ""eocc_c9ab95ff3e321b0d"", ""eocc_dcbad30630f28772""]",eocc_205cd0dc955c0e41|eocc_3cd44b2f38fa2fd6|eocc_415e8f0de616d163|eocc_882e87ecacebc061|eocc_c9ab95ff3e321b0d|eocc_dcbad30630f28772
ent_d8e41598c64001b1,Entity,ent_d8e41598c64001b1,ent_d8e41598c64001b1,预热温度,预热温度,预热温度,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[344],344,"[""eocc_e092cd1218ad7bd1""]",eocc_e092cd1218ad7bd1
ent_d8ee57a0aee622e0,Entity,ent_d8ee57a0aee622e0,ent_d8ee57a0aee622e0,调速器,调速器,调速器,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[347],347,"[""eocc_c6b0bc3e4f5c9147""]",eocc_c6b0bc3e4f5c9147
ent_d8f95ed5adf7e9c1,Entity,ent_d8f95ed5adf7e9c1,ent_d8f95ed5adf7e9c1,活塞销孔圆柱度检测,活塞销孔圆柱度检测,活塞销孔圆柱度检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_4366bef0e9a8792c""]",eocc_4366bef0e9a8792c
ent_d99707f64bbe28a4,Entity,ent_d99707f64bbe28a4,ent_d99707f64bbe28a4,检验人员,检验人员,检验人员,责任主体,责任主体,"[""责任主体""]",责任主体,,{},"[329, 343]",329|343,"[""eocc_a6798556a4a3ee30"", ""eocc_e638c7f14f3cba51""]",eocc_a6798556a4a3ee30|eocc_e638c7f14f3cba51
ent_d9e677d249ad2e84,Entity,ent_d9e677d249ad2e84,ent_d9e677d249ad2e84,气阀与阀座研磨,气阀与阀座研磨,气阀与阀座研磨,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[340],340,"[""eocc_76a299d4713a6b09""]",eocc_76a299d4713a6b09
ent_da2b2d685428063a,Entity,ent_da2b2d685428063a,ent_da2b2d685428063a,认可备件,认可备件,认可备件,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[337],337,"[""eocc_032e15e916c0cbe3""]",eocc_032e15e916c0cbe3
ent_da3748546f2630df,Entity,ent_da3748546f2630df,ent_da3748546f2630df,定期检查,定期检查,定期检查,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[353],353,"[""eocc_c81932ff04d8b144""]",eocc_c81932ff04d8b144
ent_da3be085a96e3971,Entity,ent_da3be085a96e3971,ent_da3be085a96e3971,增压器轴承损坏,增压器轴承损坏,增压器轴承损坏,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_29f1319940ba2d30""]",eocc_29f1319940ba2d30
ent_da6f90764a4ce8d4,Entity,ent_da6f90764a4ce8d4,ent_da6f90764a4ce8d4,非解体式故障勘验,非解体式故障勘验,非解体式故障勘验,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[330],330,"[""eocc_1c17b4bcea4966e1""]",eocc_1c17b4bcea4966e1
ent_dad594ca1736322a,Entity,ent_dad594ca1736322a,ent_dad594ca1736322a,燃烧故障,燃烧故障,燃烧故障,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_e471df5b6fcd2675""]",eocc_e471df5b6fcd2675
ent_db36ce0339b91b38,Entity,ent_db36ce0339b91b38,ent_db36ce0339b91b38,检查调试,检查调试,检查调试,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[338],338,"[""eocc_2bfe954f7771877e""]",eocc_2bfe954f7771877e
ent_db571a238a86a31e,Entity,ent_db571a238a86a31e,ent_db571a238a86a31e,报警功能,报警功能,报警功能,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[347],347,"[""eocc_15e342470e56c9ba""]",eocc_15e342470e56c9ba
ent_dba7b0460c9099da,Entity,ent_dba7b0460c9099da,ent_dba7b0460c9099da,CCS 规范,ccs规范,CCS 规范,文件,文件,"[""文件""]",文件,,{},"[336, 342]",336|342,"[""eocc_8a7e71dfbb2eda58"", ""eocc_e1901467b3015da3""]",eocc_8a7e71dfbb2eda58|eocc_e1901467b3015da3
ent_dbe7420e814c47c0,Entity,ent_dbe7420e814c47c0,ent_dbe7420e814c47c0,油头雾化不佳,油头雾化不佳,油头雾化不佳,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[351],351,"[""eocc_7e66ab32cea12b55""]",eocc_7e66ab32cea12b55
ent_dc82e17fec0ac359,Entity,ent_dc82e17fec0ac359,ent_dc82e17fec0ac359,接合面,接合面,接合面,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[354],354,"[""eocc_2e37c154e3d6d243""]",eocc_2e37c154e3d6d243
ent_dcb393968684d099,Entity,ent_dcb393968684d099,ent_dcb393968684d099,气口清洁度,气口清洁度,气口清洁度,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[359],359,"[""eocc_60988131e2de41ae""]",eocc_60988131e2de41ae
ent_dcefd639fd3bf342,Entity,ent_dcefd639fd3bf342,ent_dcefd639fd3bf342,铝制部件,铝制部件,铝制部件,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[332],332,"[""eocc_53a849e3162a8be5""]",eocc_53a849e3162a8be5
ent_dcf2527f2d5a4d64,Entity,ent_dcf2527f2d5a4d64,ent_dcf2527f2d5a4d64,暴力敲击,暴力敲击,暴力敲击,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[332],332,"[""eocc_ad7fd993939d2a2b""]",eocc_ad7fd993939d2a2b
ent_dd24c995823a0b1b,Entity,ent_dd24c995823a0b1b,ent_dd24c995823a0b1b,钢丝刷,钢丝刷,钢丝刷,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[332],332,"[""eocc_6df9a3c3ac7240ad""]",eocc_6df9a3c3ac7240ad
ent_dd80d674b8ccfa05,Entity,ent_dd80d674b8ccfa05,ent_dd80d674b8ccfa05,曲轴内部,曲轴内部,曲轴内部,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[331],331,"[""eocc_3b3f5833b3f1aaff""]",eocc_3b3f5833b3f1aaff
ent_dd85bfb8b96af0b5,Entity,ent_dd85bfb8b96af0b5,ent_dd85bfb8b96af0b5,疲劳裂纹,疲劳裂纹,疲劳裂纹,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[351],351,"[""eocc_bf1d162585aa4e17""]",eocc_bf1d162585aa4e17
ent_dd85e1adb772e266,Entity,ent_dd85e1adb772e266,ent_dd85e1adb772e266,凸轮轴轴承间隙,凸轮轴轴承间隙,凸轮轴轴承间隙,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[345],345,"[""eocc_b467fb040ee96ee7""]",eocc_b467fb040ee96ee7
ent_ddaae568480d29b0,Entity,ent_ddaae568480d29b0,ent_ddaae568480d29b0,磨损数据,磨损数据,磨损数据,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[354],354,"[""eocc_d9279cddeebf3f31""]",eocc_d9279cddeebf3f31
ent_ddbf67174d7e982f,Entity,ent_ddbf67174d7e982f,ent_ddbf67174d7e982f,共振转速禁区的长时间运行,共振转速禁区的长时间运行,共振转速禁区的长时间运行,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[352],352,"[""eocc_f8abb179f554a73f""]",eocc_f8abb179f554a73f
ent_de0da72fbbd89e60,Entity,ent_de0da72fbbd89e60,ent_de0da72fbbd89e60,脉冲动能,脉冲动能,脉冲动能,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[358],358,"[""eocc_7090060193615a4d""]",eocc_7090060193615a4d
ent_de1ae9bb7c13c651,Entity,ent_de1ae9bb7c13c651,ent_de1ae9bb7c13c651,烧蚀,烧蚀,烧蚀,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},"[331, 333, 352]",331|333|352,"[""eocc_22b5ffc87cb2bb9d"", ""eocc_66f1b01baf773e33"", ""eocc_ec8a115af47c44da""]",eocc_22b5ffc87cb2bb9d|eocc_66f1b01baf773e33|eocc_ec8a115af47c44da
ent_de6bb92a5b065873,Entity,ent_de6bb92a5b065873,ent_de6bb92a5b065873,航速,航速,航速,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[351],351,"[""eocc_bcfa2524394f3f80""]",eocc_bcfa2524394f3f80
ent_dea91dd33c51107c,Entity,ent_dea91dd33c51107c,ent_dea91dd33c51107c,进场前需完成检验,进场前需完成检验,进场前需完成检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[337],337,"[""eocc_29b89f104d9346b0""]",eocc_29b89f104d9346b0
ent_df56f921e5cd4139,Entity,ent_df56f921e5cd4139,ent_df56f921e5cd4139,滤清器,滤清器,滤清器,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[346],346,"[""eocc_282bf3adf7ef44d5""]",eocc_282bf3adf7ef44d5
ent_dfe6ee1e3ca76473,Entity,ent_dfe6ee1e3ca76473,ent_dfe6ee1e3ca76473,验收标准,验收标准,验收标准,文件,文件,"[""文件""]",文件,,{},[336],336,"[""eocc_44e9061a7a5a7a34""]",eocc_44e9061a7a5a7a34
ent_dffe3a34eaf57fdf,Entity,ent_dffe3a34eaf57fdf,ent_dffe3a34eaf57fdf,气缸套,气缸套,气缸套,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[329, 333]",329|333,"[""eocc_6dd299dd9f301272"", ""eocc_d0bee0298a7526b5""]",eocc_6dd299dd9f301272|eocc_d0bee0298a7526b5
ent_e01ad738fcd1022f,Entity,ent_e01ad738fcd1022f,ent_e01ad738fcd1022f,尺寸检测报告,尺寸检测报告,尺寸检测报告,文件,文件,"[""文件""]",文件,,{},[344],344,"[""eocc_e008d4425fcaa5fb""]",eocc_e008d4425fcaa5fb
ent_e079bfe4fe29bf86,Entity,ent_e079bfe4fe29bf86,ent_e079bfe4fe29bf86,系统隔离,系统隔离,系统隔离,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[338],338,"[""eocc_998f06b9694c84cb""]",eocc_998f06b9694c84cb
ent_e07d71abbb2bf36d,Entity,ent_e07d71abbb2bf36d,ent_e07d71abbb2bf36d,资源投入增加,资源投入增加,资源投入增加,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[342],342,"[""eocc_00611dd32b64b63a""]",eocc_00611dd32b64b63a
ent_e086cde5d0de73b5,Entity,ent_e086cde5d0de73b5,ent_e086cde5d0de73b5,燃油量,燃油量,燃油量,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[357],357,"[""eocc_f3ec87ab18b4a79d""]",eocc_f3ec87ab18b4a79d
ent_e100e461817e90fb,Entity,ent_e100e461817e90fb,ent_e100e461817e90fb,严格规避转速禁区,严格规避转速禁区,严格规避转速禁区,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[352],352,"[""eocc_593a2a8d06afd20e""]",eocc_593a2a8d06afd20e
ent_e1492a6a5e7e015e,Entity,ent_e1492a6a5e7e015e,ent_e1492a6a5e7e015e,方案交底,方案交底,方案交底,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[337],337,"[""eocc_403ad69d433d983e""]",eocc_403ad69d433d983e
ent_e18e673856b87420,Entity,ent_e18e673856b87420,ent_e18e673856b87420,中国船级社,中国船级社,中国船级社,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[343],343,"[""eocc_3337deafd7f08466""]",eocc_3337deafd7f08466
ent_e1a14f79954e9d85,Entity,ent_e1a14f79954e9d85,ent_e1a14f79954e9d85,拆解过程,拆解过程,拆解过程,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[332],332,"[""eocc_cff5716a5a9e7362""]",eocc_cff5716a5a9e7362
ent_e1b14a82f4056b73,Entity,ent_e1b14a82f4056b73,ent_e1b14a82f4056b73,拆解顺序,拆解顺序,拆解顺序,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[332],332,[],
ent_e1e413181256ce4b,Entity,ent_e1e413181256ce4b,ent_e1e413181256ce4b,缸体裂损与变形,缸体裂损与变形,缸体裂损与变形,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[354],354,"[""eocc_d5d2fb71640939fd""]",eocc_d5d2fb71640939fd
ent_e23516ce7e7382a8,Entity,ent_e23516ce7e7382a8,ent_e23516ce7e7382a8,吊装设备,吊装设备,吊装设备,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[338],338,"[""eocc_82cddd4d341b56d3""]",eocc_82cddd4d341b56d3
ent_e238dd68ec92afd8,Entity,ent_e238dd68ec92afd8,ent_e238dd68ec92afd8,缸套与活塞中心偏差超限,缸套与活塞中心偏差超限,缸套与活塞中心偏差超限,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[354],354,"[""eocc_9b2c32c1eb972864""]",eocc_9b2c32c1eb972864
ent_e2704955aa6a7645,Entity,ent_e2704955aa6a7645,ent_e2704955aa6a7645,冷却水系统参数,冷却水系统参数,冷却水系统参数,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[348],348,"[""eocc_7e78a6ba8bc11bdd""]",eocc_7e78a6ba8bc11bdd
ent_e38f02c70c1e69ce,Entity,ent_e38f02c70c1e69ce,ent_e38f02c70c1e69ce,曲轴臂距差,曲轴臂距差,曲轴臂距差,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[345],345,"[""eocc_5031f1b42d8d4016""]",eocc_5031f1b42d8d4016
ent_e3bd4dbf89a586e2,Entity,ent_e3bd4dbf89a586e2,ent_e3bd4dbf89a586e2,保养,保养,保养,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[355],355,"[""eocc_565de39cf615955b""]",eocc_565de39cf615955b
ent_e40d0f8eb9fc786f,Entity,ent_e40d0f8eb9fc786f,ent_e40d0f8eb9fc786f,尺寸测量记录,尺寸测量记录,尺寸测量记录,文件,文件,"[""文件""]",文件,,{},"[337, 346]",337|346,"[""eocc_33e0bf09829669d4"", ""eocc_e73e05b70c7cb8a0""]",eocc_33e0bf09829669d4|eocc_e73e05b70c7cb8a0
ent_e426e6cf8f0414c8,Entity,ent_e426e6cf8f0414c8,ent_e426e6cf8f0414c8,相关螺栓的松紧度,相关螺栓的松紧度,相关螺栓的松紧度,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[354],354,"[""eocc_45b2c47b830fe6fc""]",eocc_45b2c47b830fe6fc
ent_e4f6281b857332b8,Entity,ent_e4f6281b857332b8,ent_e4f6281b857332b8,滑油温度,滑油温度,滑油温度,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[330],330,"[""eocc_c7a257ffeb40d1c6""]",eocc_c7a257ffeb40d1c6
ent_e5090d1dbae93fb9,Entity,ent_e5090d1dbae93fb9,ent_e5090d1dbae93fb9,动态试车检验,动态试车检验,动态试车检验,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[346],346,"[""eocc_3685b75a4e87a79b""]",eocc_3685b75a4e87a79b
ent_e51fd0bf8dc4c231,Entity,ent_e51fd0bf8dc4c231,ent_e51fd0bf8dc4c231,连接螺栓,连接螺栓,连接螺栓,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[354],354,"[""eocc_f039219bd408adb7""]",eocc_f039219bd408adb7
ent_e53263047897904c,Entity,ent_e53263047897904c,ent_e53263047897904c,焊补工艺,焊补工艺,焊补工艺,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[336],336,"[""eocc_b45f0fd3fb071b29""]",eocc_b45f0fd3fb071b29
